run_id,obs_value,variable,obs_type,units_x,date,year,doy,dae,sub_plot,valid,class,subclass,data_type,description,label_var,units_y,vector,sim_code,unit_fac,SAMUCA_sim_code,DSSAT_sim_code
MZ0004,1.320222222,lai,avg,m2/m2,10/11/2016,2016,285,110,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.99990404,lai,avg,m2/m2,10/11/2016,2016,285,110,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.020880000000000003,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.026160000000000003,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.03096,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.02028,leaf_dw,avg,ton_ha,07/11/2016,2016,193,18,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.09432,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.09336,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.05844,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.11064,leaf_dw,avg,ton_ha,07/25/2016,2016,207,32,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.5028,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.25584,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.38124,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0004,0.2976,leaf_dw,avg,ton_ha,08/19/2016,2016,232,57,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
